ortho	Lexique3__phon	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemfilms2	Lexique3__freqfilms2	Lexique3__islem	Lexique3__nblettres	Lexique3__puorth	Lexique3__puphon	Lexique3__nbsyll	Lexique3__cgramortho
comment	kom@	comment	ADV	922.93	922.93	1	7	7	4	2	ADV,CON,NOM,ONO
quelque	kElk	quelque	ADJ:ind	884.61	884.61	1	7	7	4	1	ADJ:ind,ADV
regarde	R°gaRd	regarder	VER	1197.29	613.45	0	7	0	0	2	VER
bonjour	b§ZuR	bonjour	NOM	570.57	569.88	1	7	4	3	2	NOM
comment	kom@	comment	CON	558.33	558.33	1	7	7	4	2	ADV,CON,NOM,ONO
appelle	apEl	appeler	VER	1165.48	485.77	0	7	0	4	2	VER
attends	at@	attendre	VER	1351.46	478.32	0	7	0	0	2	VER
prendre	pR@dR	prendre	VER	1913.83	465.77	1	7	5	4	1	VER
enfants	@f@	enfant	NOM	735.59	448.33	0	7	0	3	2	NOM
connais	konE	connaître	VER	961.03	415.87	0	7	7	4	2	VER
voulais	vulE	vouloir	VER	5249.3	415.76	0	7	0	0	2	VER
combien	k§bj5	combien	ADV	390.58	390.58	1	7	7	5	2	ADV
voiture	vwatyR	voiture	NOM	429.4	388.87	1	7	7	6	2	NOM,VER
travail	tRavaj	travail	NOM	389.83	367.43	1	7	7	6	2	NOM
famille	famij	famille	NOM	384.92	357.75	1	7	6	5	2	NOM
trouver	tRuve	trouver	VER	1335.49	324.94	1	7	7	5	2	VER
pendant	p@d@	pendant	PRE	312.62	312.62	1	7	6	4	2	ADJ,NOM,PRE,VER
demande	d°m@d	demander	VER	909.77	289.34	0	7	7	5	2	NOM,VER
laissez	lEse	laisser	VER	1334.1	265.61	0	7	0	0	2	VER
chambre	S@bR	chambre	NOM	288.64	263.93	1	7	7	4	1	NOM,VER
entendu	@t@dy	entendre	VER	728.67	256.43	0	7	7	5	3	VER,ADJ
importe	5pORt	importer	VER	259.37	251.39	0	7	0	0	2	VER
laisser	lese	laisser	VER	1334.1	243.13	1	7	7	4	2	VER
devrais	d°vRE	devoir	VER	3232.57	235.63	0	7	0	0	2	VER
excusez	Ekskyze	excuser	VER	399.19	230.25	0	7	0	7	3	VER
docteur	dOkt9R	docteur	NOM	233.86	223.48	1	7	6	5	2	NOM
demandé	d°m@de	demander	VER	909.77	212.89	0	7	0	6	3	VER
devrait	d°vRE	devoir	VER	3232.57	208.85	0	7	0	0	2	VER
affaire	afER	affaire	NOM	393.83	207.5	1	7	7	4	2	NOM,VER
pensais	p@sE	penser	VER	1485.47	199.51	0	7	0	0	2	VER
compris	k§pRi	comprendre	VER	893.51	198.16	0	7	7	5	2	VER,ADJ
minutes	minyt	minute	NOM	342.28	197.45	0	7	0	5	2	NOM,VER
étaient	etE	être	VER	32236.5	197.09	0	7	0	3	2	AUX,VER
endroit	@dRwa	endroit	NOM	218.24	196.75	1	7	4	4	2	NOM
appeler	ap°le	appeler	VER	1165.48	192.69	1	7	7	5	3	VER
voulait	vulE	vouloir	VER	5249.3	192.15	0	7	0	0	2	VER
semaine	s°mEn	semaine	NOM	290.85	186.01	1	7	7	5	2	NOM
bientôt	bj5to	bientôt	ADV	184.96	184.96	1	7	5	4	2	ADV
arriver	aRive	arriver	VER	1252.42	182.88	1	7	6	5	3	VER
instant	5st@	instant	NOM	189.41	182.14	1	7	7	4	2	ADJ,NOM
presque	pREsk	presque	ADV	181.81	181.81	1	7	7	5	1	ADV
arrêter	aRete	arrêter	VER	993.79	178.62	1	7	7	5	3	VER
plaisir	pleziR	plaisir	NOM	186.37	177.4	1	7	6	5	2	NOM
parents	paR@	parent	NOM	188.38	177.04	0	7	0	4	2	ADJ,NOM
d'abord	dabOR	d'abord	ADV	175.45	175.45	1	7	4	4	2	ADV
arrêtez	aREte	arrêter	VER	993.79	174.12	0	7	0	0	3	VER
nouveau	nuvo	nouveau	ADJ	209.45	170.28	1	7	7	4	2	ADJ,NOM
musique	myzik	musique	NOM	169.8	168.89	1	7	7	5	2	NOM,VER
comment	kom@	comment	ONO	167.22	167.22	1	7	7	4	2	ADV,CON,NOM,ONO
rentrer	R@tRe	rentrer	VER	532.51	166.36	1	7	7	5	2	VER
journée	ZuRne	journée	NOM	174.89	165.35	1	7	6	5	2	NOM
entends	@t@	entendre	VER	728.67	163.49	0	7	0	3	2	VER
reviens	R°vj5	revenir	VER	618.62	163.19	0	7	0	4	2	VER
croyais	kRwajE	croire	VER	1711.99	162.56	0	7	0	0	2	VER
bonsoir	b§swaR	bonsoir	NOM	161.17	161.16	1	7	5	3	2	NOM
mariage	maRjaZ	mariage	NOM	167.39	158.58	1	7	6	6	2	NOM
service	sERvis	service	NOM	187.67	156.0	1	7	6	6	2	NOM
heureux	2R2	heureux	ADJ	248.45	155.8	1	7	7	3	2	ADJ,NOM
parfois	paRfwa	parfois	ADV	152.86	152.86	1	7	5	5	2	ADV
cherche	SERS	chercher	VER	712.46	150.75	0	7	0	0	1	VER
surtout	syRtu	surtout	ADV	148.66	148.66	1	7	5	5	2	ADV,NOM
premier	pR2mje	premier	ADJ	376.98	146.12	1	7	7	6	2	ADJ,NOM
veulent	v9l	vouloir	VER	5249.3	142.38	0	7	0	0	1	VER
partout	paRtu	partout	ADV	141.94	141.94	1	7	7	5	2	ADV
changer	S@Ze	changer	VER	411.99	140.5	1	7	7	4	2	VER
dernier	dERnje	dernier	ADJ	431.08	138.57	1	7	7	6	2	ADJ,NOM
mauvais	movE	mauvais	ADJ	252.69	138.04	1	7	7	4	2	ADJ,ADV,NOM
montrer	m§tRe	montrer	VER	327.33	136.2	1	7	7	5	2	VER
souvent	suv@	souvent	ADV	135.54	135.54	1	7	7	4	2	ADV
faisait	f°zE	faire	VER	8813.48	134.9	0	7	0	0	2	VER
essayer	eseje	essayer	VER	670.4	134.69	1	7	7	5	3	VER
pouvoir	puvwaR	pouvoir	VER	5524.47	134.56	1	7	4	3	2	NOM,VER
peuvent	p9v	pouvoir	VER	5524.47	133.3	0	7	0	0	1	VER
ensuite	@s8it	ensuite	ADV	127.92	127.92	1	7	6	5	2	ADV
honneur	on9R	honneur	NOM	130.69	126.78	1	7	5	3	2	NOM
hôpital	opital	hôpital	NOM	133.15	126.08	1	7	3	4	3	NOM
pouvais	puvE	pouvoir	VER	5524.47	122.61	0	7	0	0	2	VER
dollars	dolaR	dollar	NOM	134.1	120.22	0	7	0	4	2	NOM
général	ZeneRal	général	NOM	124.83	119.61	1	7	7	7	3	ADJ,NOM
bizarre	bizaR	bizarre	ADJ	131.41	117.31	1	7	7	5	2	ADJ
cheveux	S°v2	cheveu	NOM	121.27	116.16	0	7	0	4	2	NOM
lumière	lymjER	lumière	NOM	134.83	116.02	1	7	5	4	2	NOM
rapport	RapOR	rapport	NOM	140.08	115.57	1	7	7	5	2	NOM
acheter	aS°te	acheter	VER	290.7	115.27	1	7	7	5	3	VER
content	k§t@	content	ADJ	178.94	114.75	1	7	7	4	2	VER,ADJ,NOM
médecin	mEds5	médecin	NOM	140.19	112.35	1	7	7	5	2	NOM
fallait	falE	falloir	VER	1653.76	110.88	0	7	0	0	2	VER
devenir	d°v°niR	devenir	VER	438.57	108.83	1	7	5	4	3	NOM,VER
courant	kuR@	courant	NOM	111.58	108.69	1	7	7	4	2	ADJ,NOM,VER
pouvait	puvE	pouvoir	VER	5524.47	108.02	0	7	0	0	2	VER
nouveau	nuvo	nouveau	NOM	229.97	106.48	1	7	7	4	2	ADJ,NOM
silence	sil@s	silence	NOM	106.43	105.53	1	7	7	5	2	NOM
revenir	R°v°niR	revenir	VER	618.62	105.46	1	7	6	6	3	VER
connaît	konE	connaître	VER	961.03	103.42	0	7	0	4	2	VER
colonel	kolonEl	colonel	NOM	103.7	102.86	1	7	6	7	3	NOM
message	mesaZ	message	NOM	117.11	99.7	1	7	7	5	2	NOM
désolée	dezole	désoler	VER	297.27	98.22	0	7	0	6	3	VER,ADJ
occuper	okype	occuper	VER	375.14	97.22	1	7	6	5	3	VER
appelez	ap°le	appeler	VER	1165.48	95.78	0	7	0	5	3	VER
premier	pR2mje	premier	NOM	145.76	93.68	1	7	7	6	2	ADJ,NOM
écoutez	ekute	écouter	VER	470.93	92.46	0	7	0	5	3	VER
exemple	Egz@pl	exemple	NOM	93.2	91.83	1	7	7	6	2	NOM
préfère	pRefER	préférer	VER	179.44	90.34	0	7	0	0	2	VER
pouvoir	puvwaR	pouvoir	NOM	117.87	89.52	1	7	4	3	2	NOM,VER
suppose	sypoz	supposer	VER	120.31	89.07	0	7	0	0	2	VER
quitter	kite	quitter	VER	276.23	88.02	1	7	7	4	2	VER
village	vilaZ	village	NOM	95.82	87.6	1	7	7	5	2	NOM
disparu	dispaRy	disparaître	VER	166.13	86.21	0	7	7	7	3	VER,ADJ,NOM
oublier	ublije	oublier	VER	486.96	85.96	1	7	7	6	3	VER
doivent	dwav	devoir	VER	3232.57	85.42	0	7	0	0	1	VER
marcher	maRSe	marcher	VER	364.37	85.34	1	7	7	5	2	VER
cuisine	k8izin	cuisine	NOM	87.92	85.08	1	7	7	6	2	NOM,VER
vieille	vjEj	vieux	ADJ	282.2	84.59	0	7	0	4	1	ADJ,NOM
coucher	kuSe	coucher	VER	181.96	82.63	1	7	7	4	2	NOM,VER
compris	k§pRi	compris	ADJ	82.84	82.12	1	7	7	5	2	VER,ADJ
pouvons	puv§	pouvoir	VER	5524.47	82.09	0	7	0	0	2	VER
meurtre	m9RtR	meurtre	NOM	104.45	81.94	1	7	7	5	1	NOM
désolée	dezole	désolé	ADJ	276.66	81.19	0	7	0	6	3	VER,ADJ
sérieux	seRj2	sérieux	ADJ	110.48	80.99	1	7	7	5	2	ADJ,NOM
asseyez	asEje	asseoir	VER	322.71	80.07	0	7	0	0	3	VER
mission	misj§	mission	NOM	85.24	80.02	1	7	7	5	2	NOM
assieds	asje	asseoir	VER	322.71	79.85	0	7	0	4	2	VER
déteste	detEst	détester	VER	122.87	79.45	0	7	0	0	2	VER
réponse	Rep§s	réponse	NOM	97.06	79.19	1	7	7	5	2	NOM
terminé	tERmine	terminer	VER	142.38	78.47	0	7	0	7	3	VER
bonheur	bon9R	bonheur	NOM	78.74	78.34	1	7	7	5	2	NOM
raconte	Rak§t	raconter	VER	253.84	78.06	0	7	0	0	2	VER
imagine	imaZin	imaginer	VER	194.29	77.33	0	7	0	0	3	VER
liberté	libERte	liberté	NOM	79.53	76.28	1	7	7	7	3	NOM
devriez	d°vRje	devoir	VER	3232.57	75.83	0	7	0	0	2	VER
faisais	f°zE	faire	VER	8813.48	75.81	0	7	0	0	2	VER
écouter	ekute	écouter	VER	470.93	73.13	1	7	7	5	3	VER
journal	ZuRnal	journal	NOM	110.8	72.5	1	7	7	6	2	NOM
seconde	s°g§d	seconde	NOM	124.54	72.34	1	7	7	5	2	ADJ,NOM,VER
étrange	etR@Z	étrange	ADJ	85.61	70.99	1	7	7	5	2	ADJ,NOM
courage	kuRaZ	courage	NOM	70.73	70.7	1	7	7	5	2	NOM
secours	s°kuR	secours	NOM	70.36	70.36	1	7	7	5	2	VER,NOM
emmener	@m°ne	emmener	VER	272.71	70.34	1	7	6	3	3	VER
fenêtre	f°nEtR	fenêtre	NOM	90.55	70.2	1	7	4	5	2	NOM
trouves	tRuv	trouver	VER	1335.49	70.05	0	7	0	0	1	VER
envoyer	@vwaje	envoyer	VER	360.16	69.77	1	7	7	6	3	VER
devient	d°vj5	devenir	VER	438.57	69.59	0	7	0	0	2	VER
société	sosjete	société	NOM	75.46	69.38	1	7	7	7	3	NOM
conseil	k§sEj	conseil	NOM	87.14	68.86	1	7	7	5	2	NOM
promets	pRomE	promettre	VER	185.26	68.81	0	7	0	0	2	VER
là-haut	lao	là-haut	ADV	67.78	67.78	1	7	4	3	2	ADV
adresse	adREs	adresse	NOM	73.92	67.28	1	7	7	5	2	NOM,VER
victime	viktim	victime	NOM	106.25	66.47	1	7	7	6	2	NOM
système	sistEm	système	NOM	76.92	66.12	1	7	7	6	2	NOM
apporte	apORt	apporter	VER	209.91	65.97	0	7	0	0	2	VER
douleur	dul9R	douleur	NOM	75.89	65.78	1	7	5	4	2	NOM
travers	tRavER	travers	NOM	65.6	65.6	1	7	7	6	2	NOM
certain	sERt5	certain	ADJ	103.57	65.2	1	7	7	5	2	ADJ,ADJ:ind
capable	kapabl	capable	ADJ	76.85	65.15	1	7	5	5	2	ADJ
présent	pRez@	présent	NOM	66.72	65.14	1	7	7	5	2	ADJ,NOM
asseoir	aswaR	asseoir	VER	322.71	65.1	1	7	5	5	2	VER
petites	p°tit	petit	ADJ	1106.8	64.5	0	7	0	0	2	ADJ,NOM
chanson	S@s§	chanson	NOM	84.92	64.5	1	7	7	4	2	NOM
faisons	f°z§	faire	VER	8813.48	64.49	0	7	0	0	2	VER
papiers	papje	papier	NOM	120.51	64.19	0	7	0	5	2	NOM
inutile	inytil	inutile	ADJ	72.71	64.05	1	7	7	6	3	ADJ,NOM
vouloir	vulwaR	vouloir	VER	5249.3	63.87	1	7	5	4	2	NOM,VER
dérange	deR@Z	déranger	VER	126.95	63.69	0	7	0	0	2	VER
intérêt	5teRE	intérêt	NOM	81.09	63.63	1	7	6	5	3	NOM
réponds	Rep§	répondre	VER	251.57	63.59	0	7	0	4	2	VER
revient	R°vj5	revenir	VER	618.62	63.17	0	7	6	4	2	VER,NOM
garçons	gaRs§	garçon	NOM	251.51	63.09	0	7	0	5	2	NOM
trouvez	tRuve	trouver	VER	1335.49	62.69	0	7	0	5	2	VER
quelque	kElk	quelque	ADV	62.61	62.61	1	7	7	4	1	ADJ:ind,ADV
pleurer	pl2Re	pleurer	VER	191.64	61.6	1	7	7	5	2	VER
stupide	stypid	stupide	ADJ	71.75	60.06	1	7	7	6	2	ADJ,NOM
contact	k§takt	contact	NOM	69.85	59.58	1	7	7	6	2	NOM
dommage	domaZ	dommage	NOM	65.59	59.43	1	7	7	5	2	NOM,ONO
demande	d°m@d	demande	NOM	64.64	59.26	1	7	7	5	2	NOM,VER
puisque	p8isk°	puisque	CON	59.09	59.09	1	7	7	6	2	ADV,CON
épouser	epuze	épouser	VER	118.78	57.87	1	7	7	5	3	VER
cerveau	sERvo	cerveau	NOM	61.59	57.67	1	7	6	5	2	NOM
couleur	kul9R	couleur	NOM	82.25	57.46	1	7	7	5	2	NOM
dossier	dosje	dossier	NOM	78.91	57.2	1	7	6	5	2	NOM
mémoire	memwaR	mémoire	NOM	60.87	56.6	1	7	5	4	2	NOM
dépêche	depES	dépêcher	VER	111.44	55.9	0	7	7	5	2	NOM,VER
environ	@viR§	environ	ADV	55.55	55.55	1	7	7	5	3	ADV
manière	manjER	manière	NOM	72.31	55.43	1	7	5	5	2	NOM
étaient	etE	être	AUX	8074.24	55.3	0	7	0	3	2	AUX,VER
planète	planEt	planète	NOM	61.11	55.29	1	7	5	6	2	NOM
soldats	sOlda	soldat	NOM	107.92	54.96	0	7	0	5	2	NOM
apporté	apORte	apporter	VER	209.91	54.44	0	7	0	5	3	VER
avaient	avE	avoir	AUX	18559.22	54.37	0	7	0	0	2	AUX,VER
essayez	eseje	essayer	VER	670.4	54.14	0	7	0	5	3	VER
enquête	@kEt	enquête	NOM	57.98	53.89	1	7	7	4	2	NOM,VER
poisson	pwas§	poisson	NOM	81.51	53.61	1	7	7	5	2	NOM
viendra	vj5dRa	venir	VER	2763.82	52.92	0	7	0	0	2	VER
attaque	atak	attaque	NOM	59.92	52.39	1	7	7	4	2	NOM,VER
maladie	maladi	maladie	NOM	66.04	52.18	1	7	7	6	3	NOM
réalité	Realite	réalité	NOM	53.77	52.15	1	7	6	6	4	NOM
magasin	magaz5	magasin	NOM	60.62	51.97	1	7	7	6	3	NOM
ramener	Ram°ne	ramener	VER	172.7	51.43	1	7	6	4	3	VER
couteau	kuto	couteau	NOM	58.15	51.08	1	7	7	4	2	NOM
tourner	tuRne	tourner	VER	204.15	51.05	1	7	7	5	2	VER
justice	Zystis	justice	NOM	50.96	50.96	1	7	7	6	2	NOM
partons	paRt§	partir	VER	1111.97	50.52	0	7	0	0	2	VER
respect	REspE	respect	NOM	54.78	50.47	1	7	7	5	2	NOM
entendu	@t@dy	entendu	ADJ	51.52	50.28	1	7	7	5	3	VER,ADJ
avaient	avE	avoir	VER	13572.4	50.06	0	7	0	0	2	AUX,VER
oubliez	ublije	oublier	VER	486.96	49.48	0	7	0	6	3	VER
toucher	tuSe	toucher	VER	270.27	49.43	1	7	7	4	2	NOM,VER
lorsque	lORsk°	lorsque	CON	49.36	49.36	1	7	7	6	2	ADV,CON
réunion	Reynj§	réunion	NOM	56.82	49.17	1	7	7	6	3	NOM
malheur	mal9R	malheur	NOM	56.89	49.16	1	7	7	4	2	NOM
terrain	tER5	terrain	NOM	52.58	49.12	1	7	6	4	2	NOM
anglais	@glE	anglais	NOM	51.01	48.81	1	7	5	4	2	ADJ,NOM,VER
chapeau	Sapo	chapeau	NOM	54.91	48.61	1	7	7	4	2	NOM
défense	def@s	défense	NOM	50.94	48.56	1	7	7	5	2	NOM
monstre	m§stR	monstre	NOM	62.56	48.42	1	7	7	5	1	ADJ,NOM
chanter	S@te	chanter	VER	166.34	48.12	1	7	7	4	2	VER
spécial	spesjal	spécial	ADJ	83.73	48.12	1	7	7	7	2	ADJ
lettres	lEtR	lettre	NOM	156.77	47.98	0	7	0	4	1	NOM
arrière	aRjER	arrière	NOM	52.15	47.39	1	7	7	5	2	ADJ,ADV,NOM,ONO
choisir	SwaziR	choisir	VER	170.48	47.09	1	7	7	6	2	VER
clients	klij@	client	NOM	112.12	47.03	0	7	0	5	2	NOM
quelles	kEl	quelles	ADJ:int	46.92	46.92	1	7	7	3	1	ADJ:int
preuves	pR9v	preuve	NOM	107.54	46.75	0	7	0	3	1	NOM
enlever	@l°ve	enlever	VER	172.47	46.74	1	7	7	3	3	VER
moindre	mw5dR	moindre	ADJ	50.12	46.74	1	7	7	5	1	ADJ
pourrai	puRE	pouvoir	VER	5524.47	46.71	0	7	0	0	2	VER
parlons	paRl§	parler	VER	1970.55	46.28	0	7	0	0	2	VER
parfait	paRfE	parfaire	VER	60.06	45.92	0	7	7	5	2	VER,ADJ,NOM
contrat	k§tRa	contrat	NOM	53.23	45.7	1	7	7	5	2	NOM
prépare	pRepaR	préparer	VER	174.33	45.54	0	7	0	0	2	VER
superbe	sypERb	superbe	ADJ	53.42	45.32	1	7	7	6	2	ADJ,NOM
compter	k§te	compter	VER	227.78	45.05	1	7	7	4	2	VER
machine	maSin	machine	NOM	67.72	44.94	1	7	7	5	2	NOM
sommeil	somEj	sommeil	NOM	44.53	44.51	1	7	7	5	2	NOM
volonté	vol§te	volonté	NOM	47.08	44.41	1	7	7	6	3	NOM
parlait	paRlE	parler	VER	1970.55	44.37	0	7	0	0	2	VER
pourras	puRa	pouvoir	VER	5524.47	44.35	0	7	0	0	2	VER
vouliez	vulje	vouloir	VER	5249.3	43.78	0	7	0	0	2	VER
chevaux	S°vo	cheval	NOM	129.12	43.7	0	7	0	0	2	NOM
raisons	REz§	raison	NOM	467.94	43.67	0	7	0	4	2	NOM
animaux	animo	animal	NOM	80.5	43.62	0	7	7	5	3	NOM,ADJ
honnête	onEt	honnête	ADJ	53.89	43.6	1	7	7	4	2	ADJ
excuser	Ekskyze	excuser	VER	399.19	43.01	1	7	7	7	3	VER
majesté	maZEste	majesté	NOM	43.43	42.84	1	7	7	7	3	NOM
emmenez	@m°ne	emmener	VER	272.71	42.79	0	7	0	3	3	VER
grandes	gR@d	grand	ADJ	638.72	42.68	0	7	0	0	1	ADJ,NOM
propres	pROpR	propre	ADJ	163.24	42.63	0	7	0	5	1	ADJ,NOM
billets	bijE	billet	NOM	83.87	42.4	0	7	0	4	2	NOM
décider	deside	décider	VER	207.76	42.27	1	7	7	6	3	VER
énergie	enERZi	énergie	NOM	43.06	42.18	1	7	7	6	3	NOM
arrivée	aRive	arrivée	NOM	42.66	41.9	1	7	7	5	3	VER,ADJ,NOM
regardé	R°gaRde	regarder	VER	1197.29	41.29	0	7	0	7	3	VER
prouver	pRuve	prouver	VER	88.83	41.06	1	7	6	5	2	VER
connard	konaR	connard	NOM	50.13	40.7	1	7	6	5	2	ADJ,NOM
morceau	mORso	morceau	NOM	64.78	40.65	1	7	6	5	2	NOM
théâtre	teatR	théâtre	NOM	41.49	40.51	1	7	7	5	2	NOM
château	Sato	château	NOM	43.68	40.51	1	7	7	4	2	NOM
voulons	vul§	vouloir	VER	5249.3	40.38	0	7	0	0	2	VER
passage	pasaZ	passage	NOM	44.73	40.2	1	7	7	5	2	NOM
présent	pRez@	présent	ADJ	53.7	40.09	1	7	7	5	2	ADJ,NOM
passera	pas°Ra	passer	VER	1495.49	39.92	0	7	0	0	3	VER
reposer	R°poze	reposer	VER	95.2	39.81	1	7	7	6	3	VER
horreur	oR9R	horreur	NOM	46.19	39.79	1	7	5	3	2	NOM
miracle	miRakl	miracle	NOM	56.89	39.78	1	7	6	6	2	NOM
falloir	falwaR	falloir	VER	1653.76	39.78	1	7	5	4	2	VER
réparer	RepaRe	réparer	VER	67.7	39.13	1	7	6	6	3	VER
costume	kOstym	costume	NOM	51.42	38.95	1	7	7	6	2	NOM,VER
urgence	yRZ@s	urgence	NOM	53.03	38.78	1	7	6	5	2	NOM
chaleur	Sal9R	chaleur	NOM	39.13	38.77	1	7	7	4	2	NOM
dernier	dERnje	dernier	NOM	77.22	38.54	1	7	7	6	2	ADJ,NOM
attendu	at@dy	attendre	VER	1351.46	38.45	0	7	7	5	3	VER,ADJ,NOM
accepte	aksEpt	accepter	VER	165.84	38.41	0	7	0	0	2	VER
flingue	fl5g	flingue	NOM	44.48	38.34	1	7	7	4	1	NOM,VER
pourrez	puRe	pouvoir	VER	5524.47	38.28	0	7	0	0	2	VER
arrivée	aRive	arriver	VER	1252.42	38.24	0	7	7	5	3	VER,ADJ,NOM
vitesse	vitEs	vitesse	NOM	40.12	37.89	1	7	5	4	2	NOM
prendra	pR@dRa	prendre	VER	1913.83	37.82	0	7	0	0	2	VER
tableau	tablo	tableau	NOM	50.11	37.8	1	7	7	5	2	NOM
pensent	p@s	penser	VER	1485.47	37.42	0	7	0	3	1	VER
supplie	sypli	supplier	VER	53.66	37.38	0	7	0	0	2	VER
frapper	fRape	frapper	VER	160.04	37.08	1	7	7	5	2	VER
million	milj§	million	NOM	124.7	36.78	1	7	7	5	2	NOM
obtenir	Opt°niR	obtenir	VER	88.08	36.7	1	7	6	4	3	VER
chemise	S°miz	chemise	NOM	43.66	36.48	1	7	7	5	2	NOM
laisses	lEs	laisser	VER	1334.1	36.4	0	7	0	3	1	NOM,VER
trouvée	tRuve	trouver	VER	1335.49	36.28	0	7	0	5	2	VER,ADJ
manteau	m@to	manteau	NOM	39.97	36.16	1	7	6	4	2	NOM
détails	detaj	détail	NOM	55.78	35.96	0	7	0	5	2	NOM
blanche	bl@S°	blanc	ADJ	118.74	35.92	0	7	7	5	2	ADJ,NOM
parfait	paRfE	parfait	ADJ	58.77	35.58	1	7	7	5	2	VER,ADJ,NOM
maisons	mEz§	maison	NOM	605.75	35.44	0	7	0	4	2	NOM
détruit	detR8i	détruire	VER	126.08	35.42	0	7	0	0	2	VER
assurer	asyRe	assurer	VER	107.71	34.92	1	7	7	5	3	VER
répondu	Rep§dy	répondre	VER	251.57	34.9	0	7	0	0	3	VER
conduit	k§d8i	conduire	VER	169.64	34.51	0	7	7	5	2	VER,NOM
oreille	oREj	oreille	NOM	73.54	34.46	1	7	7	4	2	NOM
univers	ynivER	univers	NOM	34.21	34.21	1	7	7	6	3	NOM
oiseaux	wazo	oiseau	NOM	77.73	33.96	0	7	0	4	2	NOM
emmerde	@mERd	emmerder	VER	52.18	33.9	0	7	7	5	2	NOM,VER
raconté	Rak§te	raconter	VER	253.84	33.87	0	7	0	6	3	VER
aveugle	av9gl	aveugle	ADJ	38.53	33.85	1	7	7	5	2	ADJ,NOM,VER
sourire	suRiR	sourire	NOM	36.08	33.79	1	7	6	5	2	NOM,VER
revenez	R°v°ne	revenir	VER	618.62	33.64	0	7	0	0	3	VER
article	aRtikl	article	NOM	44.45	33.39	1	7	7	6	2	NOM
paradis	paRadi	paradis	NOM	33.23	33.23	1	7	7	6	3	NOM
parlais	paRlE	parler	VER	1970.55	32.98	0	7	0	0	2	VER
étoiles	etwal	étoile	NOM	54.63	32.98	0	7	0	5	2	NOM,VER
joindre	Zw5dR	joindre	VER	46.37	32.91	1	7	5	4	1	VER
essence	es@s	essence	NOM	33.24	32.91	1	7	6	4	2	NOM
arrivés	aRive	arriver	VER	1252.42	32.78	0	7	0	5	3	VER,ADJ,NOM
enfance	@f@s	enfance	NOM	33.01	32.7	1	7	6	4	2	NOM
devenue	d°v°ny	devenir	VER	438.57	32.7	0	7	0	0	3	VER
pensait	p@sE	penser	VER	1485.47	32.53	0	7	0	0	2	VER
nerveux	nERv2	nerveux	ADJ	50.4	32.52	1	7	7	5	2	ADJ,NOM
paroles	paROl	parole	NOM	103.48	32.41	0	7	0	5	2	NOM
humaine	ymEn	humain	ADJ	107.1	32.37	0	7	0	0	2	ADJ,NOM
fortune	fORtyn	fortune	NOM	33.62	32.35	1	7	7	6	2	NOM
seconde	s°g§d	second	ADJ	52.5	32.34	0	7	7	5	2	ADJ,NOM,VER
cherché	SERSe	chercher	VER	712.46	32.27	0	7	0	5	2	VER
excuses	Ekskyz	excuse	NOM	61.58	32.15	0	7	0	6	2	NOM,VER
deviens	d°vj5	devenir	VER	438.57	32.11	0	7	0	0	2	VER
parlent	paRl	parler	VER	1970.55	32.08	0	7	0	0	1	VER
courses	kuRs	course	NOM	72.48	32.04	0	7	0	4	1	NOM
utilise	ytiliz	utiliser	VER	182.44	31.68	0	7	0	0	3	VER
envoyez	@vwaje	envoyer	VER	360.16	31.66	0	7	0	6	3	VER
pensées	p@se	pensée	NOM	57.87	31.61	0	7	0	4	2	VER,NOM
rentrez	R@tRe	rentrer	VER	532.51	31.6	0	7	0	5	2	VER
souffre	sufR	souffrir	VER	113.83	31.52	0	7	0	4	1	VER
empêche	@pES	empêcher	VER	121.85	31.46	0	7	0	0	2	VER
fatigué	fatige	fatiguer	VER	78.25	31.43	0	7	7	6	3	VER,ADJ
cellule	selyl	cellule	NOM	42.98	31.06	1	7	7	5	2	NOM
enfoiré	@fwaRe	enfoiré	NOM	39.56	30.94	1	7	5	4	3	ADJ,NOM
faisant	f°z@	faire	VER	8813.48	30.88	0	7	0	0	2	VER
passion	pasj§	passion	NOM	33.78	30.71	1	7	7	5	2	NOM
utilisé	ytilize	utiliser	VER	182.44	30.65	0	7	7	7	4	VER,ADJ
manquer	m@ke	manquer	VER	253.94	30.61	1	7	7	4	2	VER
copains	kop5	copain	NOM	158.62	30.47	0	7	0	4	2	NOM
marrant	maR@	marrant	ADJ	35.7	30.41	1	7	7	4	2	ADJ,NOM,VER
moments	mom@	moment	NOM	433.59	30.34	0	7	0	4	2	NOM
méchant	meS@	méchant	ADJ	53.37	30.23	1	7	7	4	2	ADJ,NOM,VER
échange	eS@Z	échange	NOM	32.77	29.97	1	7	7	4	2	NOM,VER
connard	konaR	connard	ADJ	31.93	29.94	1	7	6	5	2	ADJ,NOM
conduis	k§d8i	conduire	VER	169.64	29.82	0	7	0	5	2	VER
fantôme	f@tom	fantôme	NOM	48.23	29.71	1	7	5	5	2	NOM
patient	pasj@	patient	NOM	61.69	29.58	1	7	7	5	2	ADJ,NOM
croient	kRwa	croire	VER	1711.99	29.38	0	7	0	4	1	VER
membres	m@bR	membre	NOM	56.06	29.34	0	7	0	4	1	NOM
ennemis	En°mi	ennemi	NOM	92.37	29.22	0	7	0	3	3	ADJ,NOM
respire	REspiR	respirer	VER	76.08	29.2	0	7	0	6	2	VER
